Store,Weekly_Sales_sum,Weekly_Sales_mean,Temperature_mean,Fuel_Price_mean,CPI_mean,Unemployment_mean,Size_mean,PC1,PC2,Customer_Type
22,147075648.57,15181.218886251032,54.85866639141206,3.441011973575557,139.01469474843105,8.067909165978529,119557.0,0.018654836154039386,0.944852206297916,Medium Value
23,198750617.85,19776.180880597014,48.78778706467662,3.4438937313432834,135.0993108037811,4.794435820895522,114533.0,0.9815023297325728,0.22013258144105485,Medium Value
24,194016021.28,18969.106499804457,53.97797614391865,3.579466660148612,135.09602085731325,8.447333105201409,203819.0,1.4646869995873202,1.6215828481549128,High Value
25,101061179.17,10308.157810077519,52.11671868625051,3.4180244798041612,209.04530649391066,7.370752141982865,128107.0,-0.7347176140790708,-0.3652151161661865,Medium Value
26,143416393.79,14554.129672214329,43.61431296935255,3.4438832961234014,135.10847991557742,7.869505784453014,152513.0,0.3743617988927124,1.0735204003846817,Medium Value
27,253855916.88,24826.98453594132,57.310635696821514,3.5798291442542785,139.01707057646945,8.001492224938875,204184.0,2.3813354762166483,1.3722991077056994,High Value
28,189263680.58,18714.889803223574,70.16732522495798,3.606599129832888,128.6822138270345,13.116094136260259,206302.0,1.0400364410568517,2.8524358227677986,Medium Value
29,77141554.31,8158.810609201481,54.865960867266,3.4419402432575357,135.09205899162347,9.806653833950291,93638.0,-1.3920962540472472,1.5188485766820974,Low Value
30,62716885.12,8764.237719396311,68.78706679709335,3.2258194522079373,215.6696686684181,7.62345108999441,42988.0,-2.175746300455214,-1.3414904030793564,Low Value
31,199613905.5,19681.907464011045,68.82848451981857,3.218950305659633,215.63880620015775,7.625046539144153,203750.0,1.1561689858997515,-1.5644016795156848,High Value
32,166819246.16,16351.621854538325,52.700745932170165,3.24042550480298,193.65466121466378,8.586909723583611,203007.0,0.8183388852870406,-0.6800897726329768,Medium Value
33,37160221.96,5728.4140527208265,76.7981593957145,3.5891313396022815,128.73682556420533,8.501254046554648,39690.0,-2.498712837853551,1.727981076692162,Low Value
34,138249763.0,13522.08167057903,58.413297143974965,3.2140081181533646,128.6635194727406,9.937437597809078,158114.0,-0.03855518251318301,0.5475532992925926,Medium Value
35,131520672.08,13803.59698572628,57.308381612090685,3.4185594038623006,139.02133169371328,8.788422439126784,103681.0,-0.4212382164762503,1.0258462048601773,Medium Value
36,53412214.97,8584.41256348441,71.21356637737063,3.210663612986178,214.7963759166024,7.860289938926391,39910.0,-2.3309648842791706,-1.3543559017173052,Low Value
37,74202740.32,10297.355026366915,71.24826394671108,3.2334733555370523,214.87286530036081,7.848849153483209,39910.0,-2.0237808989237083,-1.2726265561451127,Low Value
38,55159626.42,7492.478459657702,70.37816354251562,3.6173629448519424,128.72863226911164,13.08628959521869,39690.0,-2.347008256081092,3.086268898991841,Low Value
39,207445542.47,21000.763562462038,70.58750860498077,3.2194807653371127,214.723961570986,7.869864547479247,184109.0,1.124388489459548,-1.4977098844046453,High Value
40,137870309.79,13763.6328032345,47.588752121393625,3.44347758810023,135.10525951598282,4.793243885394829,155083.0,0.38707664211197956,0.2408054816735248,Medium Value
41,181341934.89,17976.004648096747,48.37366475019825,3.2446627676447264,193.69906710946668,6.969444389373513,196321.0,1.1335330082701536,-1.0333229805147368,Medium Value
42,79565752.43,11443.370117934706,72.2665209262189,3.590824967639868,128.74937528583345,8.332511146267798,39690.0,-1.6418810963428307,1.710838463989053,Medium Value
43,90565435.41,13415.114117908457,68.86956895274774,3.2181088727595912,207.72880465510295,9.933301733076581,41062.0,-1.6932626433509872,-0.6830500660602997,Medium Value
44,43293087.84,6038.929814479007,53.901825917143256,3.2942237411075466,128.72084458761333,6.713258752964151,39910.0,-2.170357812008637,0.2554795312563966,Low Value
45,112395341.42,11662.897314516966,57.75975095984227,3.4190654768081354,186.29922615060704,8.648434678841962,118221.0,-0.7054417920616907,0.2553910489430787,Medium Value
